country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Eritrea,10.3,,,,,10.5,,,,,10.6,,,,,10.5,,,,,9.48,,,,,9.95,,,,,10.1,,,,,10.2,,,,,10.2,,,,,10.7,,,,,12.5,,,,,12.7,,,,,10.7,,,,,9.84,,,,,10.8,,,,,11.3,,,,,10.7,,,,,10,,,,,9.49,,,,,9.17,,,,,9.02,,,,,8.81,,,,,8.47,,,,,8.06,,,,,7.7,,,,,7.43,,,,,7.22,,,,,7,,,,,6.73,,,,,6.47,,,,,6.23
Estonia,7.76,,,,,7.96,,,,,5.95,,,,,6.53,,,,,6.54,,,,,6.72,,,,,6.37,,,,,6.12,,,,,6.37,,,,,6.3,,,,,6.63,,,,,6.84,,,,,5.3,,,,,4.04,,,,,4.48,,,,,5.46,,,,,5.19,,,,,5.17,,,,,4.93,,,,,4.55,,,,,4.47,,,,,4.73,,,,,5,,,,,5.06,,,,,4.95,,,,,4.79,,,,,4.7,,,,,4.77,,,,,4.9,,,,,4.96,,,,,4.91
Ethiopia,9.96,,,,,10.2,,,,,10.3,,,,,10.3,,,,,9.95,,,,,9.82,,,,,9.48,,,,,9.7,,,,,10,,,,,10.2,,,,,10.8,,,,,10.6,,,,,11.1,,,,,11.7,,,,,11.3,,,,,10.6,,,,,10.3,,,,,9.93,,,,,9.53,,,,,9.05,,,,,8.58,,,,,8.11,,,,,7.72,,,,,7.34,,,,,6.99,,,,,6.66,,,,,6.37,,,,,6.11,,,,,5.9,,,,,5.72,,,,,5.57
Fiji,10.9,,,,,11,,,,,11,,,,,11,,,,,11.5,,,,,12.5,,,,,11.9,,,,,10.3,,,,,9.94,,,,,10.5,,,,,10.8,,,,,9.32,,,,,9.39,,,,,8.44,,,,,8.33,,,,,8.84,,,,,8.56,,,,,7.98,,,,,7.54,,,,,7.29,,,,,7.13,,,,,6.92,,,,,6.69,,,,,6.44,,,,,6.21,,,,,6,,,,,5.84,,,,,5.72,,,,,5.61,,,,,5.49,,,,,5.39
Finland,7.41,,,,,7.28,,,,,7.63,,,,,9.99,,,,,8.74,,,,,8.02,,,,,7.56,,,,,6.79,,,,,5.75,,,,,6.11,,,,,6.12,,,,,5.82,,,,,6.02,,,,,5.3,,,,,5.11,,,,,5.36,,,,,5.26,,,,,5.34,,,,,5.33,,,,,5.24,,,,,5.16,,,,,5.17,,,,,5.21,,,,,5.22,,,,,5.18,,,,,5.13,,,,,5.06,,,,,5.03,,,,,5.01,,,,,4.99,,,,,4.96
France,7.15,,,,,6.25,,,,,5.68,,,,,8.18,,,,,7.81,,,,,7.66,,,,,7.65,,,,,7.4,,,,,7.11,,,,,6.15,,,,,6.29,,,,,6.07,,,,,5.69,,,,,5.66,,,,,5.77,,,,,5.77,,,,,5.56,,,,,5.37,,,,,5.28,,,,,5.28,,,,,5.35,,,,,5.38,,,,,5.34,,,,,5.26,,,,,5.2,,,,,5.18,,,,,5.18,,,,,5.17,,,,,5.12,,,,,5.06,,,,,5
Gabon,8.19,,,,,8.1,,,,,7.89,,,,,7.97,,,,,7.66,,,,,7.75,,,,,8.3,,,,,9.05,,,,,9.4,,,,,9.8,,,,,10.3,,,,,10.5,,,,,10.3,,,,,9.61,,,,,9.23,,,,,9.65,,,,,10.2,,,,,9.85,,,,,9.14,,,,,8.63,,,,,8.3,,,,,8.12,,,,,7.95,,,,,7.73,,,,,7.43,,,,,7.11,,,,,6.84,,,,,6.63,,,,,6.46,,,,,6.28,,,,,6.11
Gambia,9.92,,,,,11.5,,,,,9.99,,,,,10.1,,,,,9.31,,,,,10,,,,,8.73,,,,,10.6,,,,,9.92,,,,,10.9,,,,,11.2,,,,,10.6,,,,,10.5,,,,,10.7,,,,,10.9,,,,,10.9,,,,,11,,,,,10.7,,,,,10.5,,,,,10.2,,,,,9.96,,,,,9.64,,,,,9.26,,,,,8.85,,,,,8.47,,,,,8.12,,,,,7.82,,,,,7.55,,,,,7.28,,,,,7.03,,,,,6.8
Georgia,8.93,,,,,10.3,,,,,6.84,,,,,6.74,,,,,8.21,,,,,8.98,,,,,8.85,,,,,7.68,,,,,7.09,,,,,7.1,,,,,7.47,,,,,8.31,,,,,7.37,,,,,5.39,,,,,4.84,,,,,5.8,,,,,6.57,,,,,6.09,,,,,5.57,,,,,5.25,,,,,5.27,,,,,5.51,,,,,5.7,,,,,5.63,,,,,5.39,,,,,5.2,,,,,5.17,,,,,5.26,,,,,5.32,,,,,5.27,,,,,5.12
Germany,6.87,,,,,8.1,,,,,6.43,,,,,5.74,,,,,6.3,,,,,6.97,,,,,7.84,,,,,7.45,,,,,5.35,,,,,5,,,,,5.35,,,,,5.51,,,,,4.95,,,,,4.77,,,,,4.44,,,,,4.23,,,,,4.33,,,,,4.52,,,,,4.62,,,,,4.55,,,,,4.42,,,,,4.34,,,,,4.38,,,,,4.5,,,,,4.62,,,,,4.67,,,,,4.64,,,,,4.58,,,,,4.53,,,,,4.54,,,,,4.57
Ghana,10.3,,,,,10.4,,,,,10.5,,,,,10.6,,,,,9.61,,,,,10,,,,,10.5,,,,,10.8,,,,,10.9,,,,,10.8,,,,,10.8,,,,,10.7,,,,,10.4,,,,,10.2,,,,,9.83,,,,,10,,,,,10.2,,,,,9.78,,,,,9.34,,,,,9.02,,,,,8.81,,,,,8.66,,,,,8.51,,,,,8.28,,,,,8,,,,,7.74,,,,,7.53,,,,,7.34,,,,,7.15,,,,,6.95,,,,,6.74
Greece,10.2,,,,,9.36,,,,,7.34,,,,,8.1,,,,,7.4,,,,,7.96,,,,,7.32,,,,,7.48,,,,,7.35,,,,,7.19,,,,,6.47,,,,,5.47,,,,,5,,,,,4.8,,,,,4.79,,,,,5.09,,,,,4.52,,,,,4.03,,,,,3.77,,,,,3.8,,,,,3.97,,,,,4.17,,,,,4.27,,,,,4.2,,,,,4.11,,,,,4.11,,,,,4.22,,,,,4.38,,,,,4.48,,,,,4.5,,,,,4.45
Grenada,8.45,,,,,9.42,,,,,7.69,,,,,9.12,,,,,10.3,,,,,13.1,,,,,12.8,,,,,11.5,,,,,10.2,,,,,10.2,,,,,11.4,,,,,12.6,,,,,10.5,,,,,8.96,,,,,7.71,,,,,8.03,,,,,8.24,,,,,7.96,,,,,7.14,,,,,6.29,,,,,5.84,,,,,5.81,,,,,5.83,,,,,5.67,,,,,5.35,,,,,5.02,,,,,4.87,,,,,4.91,,,,,4.99,,,,,4.97,,,,,4.85
Guatemala,10.8,,,,,9.89,,,,,9.46,,,,,9.67,,,,,11,,,,,10.8,,,,,10.5,,,,,10.5,,,,,10.9,,,,,11.2,,,,,11.2,,,,,10.8,,,,,11,,,,,10.9,,,,,10.5,,,,,9.45,,,,,8.97,,,,,8.66,,,,,8.3,,,,,7.88,,,,,7.44,,,,,7.05,,,,,6.69,,,,,6.39,,,,,6.13,,,,,5.9,,,,,5.69,,,,,5.51,,,,,5.35,,,,,5.23,,,,,5.12
Guinea,9.81,,,,,9.67,,,,,9.42,,,,,9.12,,,,,10.4,,,,,10.3,,,,,9.93,,,,,9.58,,,,,9.65,,,,,9.94,,,,,10.2,,,,,10.5,,,,,10.6,,,,,10.6,,,,,10.7,,,,,10.7,,,,,10.5,,,,,10.4,,,,,10.1,,,,,9.9,,,,,9.62,,,,,9.32,,,,,9.02,,,,,8.73,,,,,8.44,,,,,8.16,,,,,7.89,,,,,7.63,,,,,7.38,,,,,7.15,,,,,6.92
Guinea-Bissau,9.13,,,,,8.71,,,,,9.36,,,,,9.41,,,,,10.6,,,,,9.92,,,,,9.63,,,,,9.16,,,,,9.71,,,,,10.3,,,,,11.2,,,,,11.4,,,,,11,,,,,10.4,,,,,10.1,,,,,10.4,,,,,10.6,,,,,10.3,,,,,9.91,,,,,9.52,,,,,9.27,,,,,9.09,,,,,8.9,,,,,8.65,,,,,8.35,,,,,8.07,,,,,7.84,,,,,7.62,,,,,7.42,,,,,7.19,,,,,6.96
Guyana,9.45,,,,,9.47,,,,,9.1,,,,,9.84,,,,,11.5,,,,,12,,,,,11.8,,,,,13,,,,,11.6,,,,,10.7,,,,,9.23,,,,,9.41,,,,,11,,,,,10.7,,,,,9.56,,,,,8.46,,,,,8.43,,,,,8.38,,,,,8.1,,,,,7.74,,,,,7.36,,,,,7.03,,,,,6.79,,,,,6.58,,,,,6.37,,,,,6.16,,,,,5.98,,,,,5.83,,,,,5.71,,,,,5.62,,,,,5.53
Haiti,9.93,,,,,10.2,,,,,9.95,,,,,9.21,,,,,10.1,,,,,10.5,,,,,10.6,,,,,10.2,,,,,9.68,,,,,10.4,,,,,11.5,,,,,11.2,,,,,10.6,,,,,10.2,,,,,9.76,,,,,9.46,,,,,9,,,,,8.66,,,,,8.26,,,,,7.87,,,,,7.52,,,,,7.19,,,,,6.92,,,,,6.65,,,,,6.42,,,,,6.2,,,,,6.03,,,,,5.88,,,,,5.76,,,,,5.64,,,,,5.55
Honduras,10.1,,,,,9.62,,,,,9.29,,,,,9.71,,,,,10.7,,,,,10.8,,,,,10.8,,,,,10.9,,,,,10.9,,,,,11.1,,,,,11.1,,,,,10.9,,,,,11,,,,,10.7,,,,,10.2,,,,,9.19,,,,,8.25,,,,,7.92,,,,,7.58,,,,,7.18,,,,,6.72,,,,,6.31,,,,,5.97,,,,,5.71,,,,,5.51,,,,,5.35,,,,,5.22,,,,,5.09,,,,,5,,,,,4.93,,,,,4.89
Hungary,7.8,,,,,7.07,,,,,7.28,,,,,7.33,,,,,8.52,,,,,7.26,,,,,5.56,,,,,6.2,,,,,6.99,,,,,7.76,,,,,6.08,,,,,5.83,,,,,5.84,,,,,4.86,,,,,4.69,,,,,4.81,,,,,4.55,,,,,4.57,,,,,4.59,,,,,4.59,,,,,4.53,,,,,4.51,,,,,4.57,,,,,4.62,,,,,4.68,,,,,4.74,,,,,4.76,,,,,4.76,,,,,4.77,,,,,4.77,,,,,4.78
Iceland,8.38,,,,,7.16,,,,,8.04,,,,,9.06,,,,,9.63,,,,,10.1,,,,,9.76,,,,,8.58,,,,,8.15,,,,,7.75,,,,,7.6,,,,,7.08,,,,,7.4,,,,,6.51,,,,,6.21,,,,,6.42,,,,,6.2,,,,,5.89,,,,,5.71,,,,,5.5,,,,,5.33,,,,,5.26,,,,,5.23,,,,,5.16,,,,,5.06,,,,,4.97,,,,,4.89,,,,,4.85,,,,,4.83,,,,,4.81,,,,,4.77
India,10.3,,,,,10.1,,,,,9.35,,,,,9.36,,,,,10.4,,,,,10.4,,,,,10.3,,,,,10.1,,,,,10.1,,,,,10.1,,,,,10.3,,,,,10.1,,,,,9.58,,,,,9.26,,,,,8.92,,,,,8.47,,,,,7.7,,,,,7.44,,,,,7.19,,,,,6.93,,,,,6.6,,,,,6.27,,,,,6.02,,,,,5.85,,,,,5.71,,,,,5.57,,,,,5.44,,,,,5.32,,,,,5.23,,,,,5.17,,,,,5.13
Indonesia,10.8,,,,,10.9,,,,,9.99,,,,,8.95,,,,,9.35,,,,,10.4,,,,,10.8,,,,,11,,,,,10.9,,,,,10.6,,,,,10.4,,,,,9.66,,,,,9.03,,,,,8.53,,,,,8.43,,,,,8.09,,,,,8.05,,,,,7.54,,,,,7.13,,,,,6.84,,,,,6.65,,,,,6.49,,,,,6.32,,,,,6.14,,,,,5.96,,,,,5.82,,,,,5.72,,,,,5.64,,,,,5.57,,,,,5.49,,,,,5.42
Iran,10.2,,,,,9.3,,,,,8.02,,,,,8.84,,,,,10.7,,,,,10.8,,,,,10.5,,,,,9.98,,,,,10.3,,,,,11.3,,,,,13.2,,,,,13.3,,,,,9.45,,,,,6.59,,,,,6.25,,,,,7.3,,,,,7.59,,,,,6.7,,,,,5.52,,,,,4.67,,,,,4.47,,,,,4.73,,,,,5.01,,,,,4.96,,,,,4.66,,,,,4.39,,,,,4.36,,,,,4.55,,,,,4.78,,,,,4.86,,,,,4.75
Iraq,9.35,,,,,9.13,,,,,9.13,,,,,8.21,,,,,10.9,,,,,9.38,,,,,10,,,,,11.5,,,,,11.5,,,,,11.4,,,,,10.9,,,,,10.7,,,,,10.4,,,,,10.4,,,,,9.98,,,,,10.1,,,,,10.2,,,,,9.97,,,,,9.67,,,,,9.44,,,,,9.25,,,,,9.09,,,,,8.91,,,,,8.69,,,,,8.46,,,,,8.22,,,,,8.03,,,,,7.82,,,,,7.61,,,,,7.39,,,,,7.18
Ireland,7.62,,,,,7.68,,,,,8.22,,,,,9.32,,,,,9.36,,,,,8.89,,,,,9.43,,,,,8.66,,,,,9.56,,,,,9.48,,,,,8.79,,,,,6.96,,,,,5.82,,,,,5.59,,,,,6.23,,,,,6.88,,,,,6.64,,,,,5.92,,,,,5.34,,,,,5.12,,,,,5.31,,,,,5.6,,,,,5.71,,,,,5.57,,,,,5.32,,,,,5.15,,,,,5.15,,,,,5.23,,,,,5.28,,,,,5.24,,,,,5.12
Israel,8.51,,,,,7.88,,,,,7.52,,,,,9.73,,,,,10.6,,,,,9.18,,,,,8.44,,,,,8.38,,,,,9.32,,,,,8.93,,,,,8.4,,,,,7.86,,,,,7.32,,,,,7.47,,,,,7.5,,,,,7.78,,,,,8.16,,,,,7.63,,,,,7.22,,,,,6.99,,,,,6.93,,,,,6.93,,,,,6.87,,,,,6.69,,,,,6.43,,,,,6.17,,,,,5.98,,,,,5.86,,,,,5.76,,,,,5.64,,,,,5.48
Italy,8.42,,,,,8.2,,,,,7.19,,,,,7.75,,,,,7.01,,,,,7.12,,,,,7.75,,,,,7.7,,,,,7.21,,,,,5.95,,,,,5.08,,,,,4.7,,,,,4.56,,,,,4.44,,,,,4.55,,,,,4.62,,,,,4.28,,,,,4.13,,,,,4.07,,,,,4.14,,,,,4.28,,,,,4.41,,,,,4.48,,,,,4.48,,,,,4.48,,,,,4.51,,,,,4.56,,,,,4.61,,,,,4.62,,,,,4.6,,,,,4.56
Jamaica,9.84,,,,,9.3,,,,,9.11,,,,,9.94,,,,,8.92,,,,,11.3,,,,,11.4,,,,,11.6,,,,,10.6,,,,,9.69,,,,,9.57,,,,,9.2,,,,,9.6,,,,,9.39,,,,,7.73,,,,,7.01,,,,,6.29,,,,,7.08,,,,,6.62,,,,,6.06,,,,,5.53,,,,,5.15,,,,,4.99,,,,,4.97,,,,,4.94,,,,,4.8,,,,,4.57,,,,,4.4,,,,,4.35,,,,,4.4,,,,,4.43
Japan,9.98,,,,,9.38,,,,,9.71,,,,,10.7,,,,,8.58,,,,,6.89,,,,,6.75,,,,,7.13,,,,,7.79,,,,,6.56,,,,,5.71,,,,,5.03,,,,,4.54,,,,,4.45,,,,,4.28,,,,,4.27,,,,,4.23,,,,,4.14,,,,,4.07,,,,,4.07,,,,,4.12,,,,,4.18,,,,,4.23,,,,,4.27,,,,,4.3,,,,,4.33,,,,,4.37,,,,,4.41,,,,,4.44,,,,,4.45,,,,,4.44
Jordan,9.93,,,,,10.8,,,,,10.9,,,,,9.69,,,,,9.08,,,,,9.45,,,,,10.8,,,,,10.9,,,,,11.7,,,,,11.3,,,,,11.4,,,,,10.6,,,,,10.2,,,,,10.1,,,,,9.78,,,,,9.72,,,,,9.63,,,,,8.98,,,,,8.46,,,,,8.03,,,,,7.75,,,,,7.54,,,,,7.27,,,,,6.94,,,,,6.57,,,,,6.28,,,,,6.05,,,,,5.89,,,,,5.74,,,,,5.58,,,,,5.42
Kazakhstan,7.75,,,,,12.3,,,,,6.96,,,,,7.51,,,,,9.23,,,,,10.6,,,,,10.1,,,,,8.66,,,,,8.17,,,,,8.53,,,,,8.89,,,,,9.97,,,,,8.74,,,,,6.01,,,,,5.73,,,,,7.76,,,,,9.18,,,,,8.1,,,,,7.12,,,,,6.49,,,,,6.39,,,,,6.61,,,,,6.82,,,,,6.74,,,,,6.38,,,,,5.97,,,,,5.75,,,,,5.72,,,,,5.76,,,,,5.72,,,,,5.59
Kenya,10.2,,,,,9.17,,,,,8.22,,,,,9.44,,,,,10.5,,,,,10.6,,,,,10.6,,,,,10.7,,,,,11,,,,,11.5,,,,,11.8,,,,,11.6,,,,,10.5,,,,,10.8,,,,,10.8,,,,,10.8,,,,,10.1,,,,,9.71,,,,,9.39,,,,,9.14,,,,,8.86,,,,,8.53,,,,,8.18,,,,,7.87,,,,,7.58,,,,,7.31,,,,,7.06,,,,,6.8,,,,,6.54,,,,,6.3,,,,,6.1
Kiribati,10.9,,,,,10,,,,,8.8,,,,,9.9,,,,,10.8,,,,,11.8,,,,,11.9,,,,,11.8,,,,,8.63,,,,,9.32,,,,,10.5,,,,,11.3,,,,,10.3,,,,,10.2,,,,,8.17,,,,,9.83,,,,,9.73,,,,,9.58,,,,,9.2,,,,,8.62,,,,,8.18,,,,,8.15,,,,,8.29,,,,,8.21,,,,,7.91,,,,,7.51,,,,,7.18,,,,,7.02,,,,,6.99,,,,,6.93,,,,,6.73
Kuwait,10.9,,,,,8.85,,,,,8.86,,,,,8.62,,,,,8.45,,,,,9.22,,,,,9.86,,,,,9.4,,,,,10.1,,,,,8.06,,,,,9.01,,,,,8.28,,,,,7.51,,,,,6.21,,,,,6.05,,,,,6.9,,,,,7.3,,,,,7.21,,,,,6.42,,,,,6,,,,,5.92,,,,,5.96,,,,,6.04,,,,,6.02,,,,,5.86,,,,,5.69,,,,,5.6,,,,,5.6,,,,,5.61,,,,,5.6,,,,,5.53
Kyrgyz Republic,9.36,,,,,10.1,,,,,5.79,,,,,6.77,,,,,9.09,,,,,10.6,,,,,10.9,,,,,9.61,,,,,9.24,,,,,9.47,,,,,10.3,,,,,11.4,,,,,10.8,,,,,8.49,,,,,7.17,,,,,8.46,,,,,10,,,,,9.07,,,,,8.04,,,,,7.35,,,,,7.22,,,,,7.33,,,,,7.31,,,,,7.07,,,,,6.68,,,,,6.32,,,,,6.11,,,,,6.03,,,,,5.95,,,,,5.83,,,,,5.65
Lao,9.85,,,,,9.64,,,,,9.75,,,,,10.3,,,,,10.4,,,,,10.1,,,,,10.3,,,,,10.5,,,,,10.7,,,,,10.5,,,,,10.8,,,,,11.8,,,,,12,,,,,10.5,,,,,9.65,,,,,9.5,,,,,9.05,,,,,8.59,,,,,8.03,,,,,7.5,,,,,7.03,,,,,6.63,,,,,6.28,,,,,5.96,,,,,5.7,,,,,5.48,,,,,5.33,,,,,5.21,,,,,5.11,,,,,5.03,,,,,4.97
Latvia,7.78,,,,,8.03,,,,,6.77,,,,,6.09,,,,,6.17,,,,,6.91,,,,,6.66,,,,,5.79,,,,,6.34,,,,,5.98,,,,,6.79,,,,,7.3,,,,,5.66,,,,,3.92,,,,,4.19,,,,,5.14,,,,,5.08,,,,,4.97,,,,,4.77,,,,,4.44,,,,,4.35,,,,,4.68,,,,,5.07,,,,,5.19,,,,,5.09,,,,,4.91,,,,,4.81,,,,,4.88,,,,,5.04,,,,,5.14,,,,,5.1
Lebanon,9.9,,,,,8.98,,,,,7.99,,,,,8.44,,,,,10.9,,,,,11.2,,,,,10.9,,,,,10.3,,,,,9.87,,,,,9.7,,,,,9.32,,,,,10.7,,,,,10.9,,,,,9.83,,,,,8.24,,,,,6.08,,,,,5.6,,,,,5.43,,,,,6.06,,,,,5.98,,,,,5.33,,,,,4.65,,,,,4.33,,,,,4.41,,,,,4.66,,,,,4.81,,,,,4.71,,,,,4.5,,,,,4.38,,,,,4.45,,,,,4.61
Lesotho,9.47,,,,,9.75,,,,,10.1,,,,,10.5,,,,,10.2,,,,,10.2,,,,,10.3,,,,,10.5,,,,,10.4,,,,,10.6,,,,,11.2,,,,,11.4,,,,,11.3,,,,,11.1,,,,,10.1,,,,,9.7,,,,,10.2,,,,,10,,,,,9.55,,,,,8.97,,,,,8.57,,,,,8.25,,,,,7.95,,,,,7.62,,,,,7.29,,,,,6.99,,,,,6.71,,,,,6.48,,,,,6.28,,,,,6.1,,,,,5.94
Liberia,10.6,,,,,10.8,,,,,10.6,,,,,9.58,,,,,10.1,,,,,10.2,,,,,10.1,,,,,10.2,,,,,10.4,,,,,10.7,,,,,10.8,,,,,10.4,,,,,10,,,,,10.5,,,,,10.8,,,,,10.6,,,,,10.3,,,,,10.1,,,,,9.92,,,,,9.73,,,,,9.5,,,,,9.24,,,,,8.95,,,,,8.67,,,,,8.41,,,,,8.15,,,,,7.91,,,,,7.66,,,,,7.41,,,,,7.17,,,,,6.94
Libya,9.9,,,,,9.7,,,,,9.42,,,,,8.76,,,,,9.39,,,,,9.34,,,,,10,,,,,11.5,,,,,12.2,,,,,12.3,,,,,11.7,,,,,11.2,,,,,9.66,,,,,8.5,,,,,8.18,,,,,8.28,,,,,8.32,,,,,7.52,,,,,6.78,,,,,6.18,,,,,5.84,,,,,5.77,,,,,5.79,,,,,5.73,,,,,5.55,,,,,5.32,,,,,5.18,,,,,5.14,,,,,5.17,,,,,5.2,,,,,5.17
Lithuania,9.02,,,,,8.63,,,,,7.84,,,,,7.01,,,,,7.02,,,,,7.94,,,,,7.87,,,,,7.12,,,,,6.95,,,,,6.54,,,,,6.86,,,,,7.08,,,,,6.57,,,,,5.21,,,,,4.27,,,,,4.46,,,,,4.98,,,,,5.13,,,,,5.28,,,,,5.06,,,,,4.71,,,,,4.67,,,,,4.92,,,,,5.21,,,,,5.33,,,,,5.24,,,,,5.05,,,,,4.95,,,,,5.02,,,,,5.16,,,,,5.23
Luxembourg,7.43,,,,,6.57,,,,,6.22,,,,,6.33,,,,,6.85,,,,,7.44,,,,,7.42,,,,,6.78,,,,,5.53,,,,,5.24,,,,,5.33,,,,,5.67,,,,,5.75,,,,,5.86,,,,,5.6,,,,,5.41,,,,,5.41,,,,,5.63,,,,,5.58,,,,,5.51,,,,,5.45,,,,,5.37,,,,,5.34,,,,,5.37,,,,,5.41,,,,,5.39,,,,,5.34,,,,,5.27,,,,,5.2,,,,,5.15,,,,,5.12
Madagascar,10.2,,,,,9.74,,,,,9.1,,,,,9.04,,,,,10.4,,,,,10.5,,,,,10.5,,,,,10.5,,,,,10.7,,,,,10.7,,,,,10.4,,,,,10.4,,,,,10.8,,,,,11.1,,,,,10.8,,,,,10.4,,,,,10.1,,,,,10,,,,,9.89,,,,,9.66,,,,,9.34,,,,,9.03,,,,,8.78,,,,,8.55,,,,,8.33,,,,,8.08,,,,,7.83,,,,,7.59,,,,,7.36,,,,,7.15,,,,,6.93
Malawi,10,,,,,10.5,,,,,11,,,,,11.3,,,,,9.71,,,,,9.84,,,,,10,,,,,10.3,,,,,10.4,,,,,10.5,,,,,10.4,,,,,11.3,,,,,11.2,,,,,11.2,,,,,11.1,,,,,11.2,,,,,10.5,,,,,10.4,,,,,10.2,,,,,9.89,,,,,9.54,,,,,9.19,,,,,8.87,,,,,8.55,,,,,8.26,,,,,7.98,,,,,7.7,,,,,7.44,,,,,7.17,,,,,6.92,,,,,6.69
Malaysia,9.86,,,,,10.2,,,,,8.87,,,,,10.4,,,,,11.3,,,,,11.3,,,,,11.6,,,,,10.5,,,,,10.2,,,,,9.85,,,,,9.84,,,,,10.1,,,,,10.1,,,,,9.44,,,,,8.05,,,,,7.19,,,,,6.99,,,,,7.05,,,,,6.93,,,,,6.52,,,,,5.98,,,,,5.56,,,,,5.37,,,,,5.37,,,,,5.39,,,,,5.32,,,,,5.18,,,,,5.02,,,,,4.94,,,,,4.94,,,,,4.98
Maldives,12.3,,,,,13.2,,,,,11.5,,,,,8.55,,,,,8.65,,,,,10.5,,,,,11.2,,,,,10.9,,,,,10.4,,,,,10.5,,,,,12.8,,,,,13.3,,,,,11.3,,,,,8.17,,,,,6.74,,,,,7.2,,,,,8.12,,,,,7.77,,,,,6.68,,,,,5.56,,,,,5.01,,,,,5.07,,,,,5.33,,,,,5.33,,,,,5.03,,,,,4.66,,,,,4.49,,,,,4.57,,,,,4.75,,,,,4.84,,,,,4.76
Mali,9.6,,,,,9.52,,,,,10.2,,,,,9.68,,,,,10.3,,,,,10,,,,,9.93,,,,,10.1,,,,,10.6,,,,,10.8,,,,,10.8,,,,,10.4,,,,,10.3,,,,,10.4,,,,,11,,,,,11.5,,,,,11.3,,,,,11,,,,,10.8,,,,,10.7,,,,,10.5,,,,,10.2,,,,,9.84,,,,,9.44,,,,,9.08,,,,,8.73,,,,,8.42,,,,,8.1,,,,,7.79,,,,,7.5,,,,,7.21
Malta,8.86,,,,,9.89,,,,,6.88,,,,,10.7,,,,,9.96,,,,,8.73,,,,,8.46,,,,,6.63,,,,,7.06,,,,,7.48,,,,,7.12,,,,,6.84,,,,,6.21,,,,,5.4,,,,,4.71,,,,,4.53,,,,,4.82,,,,,4.95,,,,,5,,,,,4.86,,,,,4.59,,,,,4.42,,,,,4.46,,,,,4.62,,,,,4.76,,,,,4.78,,,,,4.72,,,,,4.63,,,,,4.61,,,,,4.68,,,,,4.75
Mauritania,10.8,,,,,10.6,,,,,10.2,,,,,9.97,,,,,9.8,,,,,10.4,,,,,10.6,,,,,10.6,,,,,10.6,,,,,10.7,,,,,10.6,,,,,10.5,,,,,10.4,,,,,10.2,,,,,10.1,,,,,10.1,,,,,10.2,,,,,9.97,,,,,9.72,,,,,9.47,,,,,9.26,,,,,9.09,,,,,8.91,,,,,8.72,,,,,8.5,,,,,8.3,,,,,8.11,,,,,7.92,,,,,7.74,,,,,7.58,,,,,7.41
Mauritius,10.3,,,,,10.2,,,,,10.2,,,,,10.3,,,,,10.6,,,,,11,,,,,11,,,,,11.4,,,,,10.4,,,,,9.18,,,,,8.44,,,,,7.71,,,,,8.27,,,,,7.35,,,,,7.19,,,,,6.05,,,,,5.13,,,,,4.93,,,,,4.97,,,,,5.08,,,,,5.02,,,,,4.81,,,,,4.59,,,,,4.49,,,,,4.56,,,,,4.69,,,,,4.77,,,,,4.76,,,,,4.7,,,,,4.68,,,,,4.73
Mexico,10.4,,,,,9.27,,,,,9.54,,,,,9.45,,,,,10.8,,,,,10.7,,,,,10.7,,,,,11.2,,,,,12.1,,,,,11.1,,,,,10.1,,,,,9.68,,,,,9.47,,,,,9.18,,,,,8.42,,,,,7.81,,,,,7.55,,,,,7.11,,,,,6.64,,,,,6.2,,,,,5.84,,,,,5.57,,,,,5.37,,,,,5.2,,,,,5.07,,,,,4.93,,,,,4.84,,,,,4.77,,,,,4.73,,,,,4.7,,,,,4.68
"Micronesia, Fed. Sts.",10,,,,,9.6,,,,,9.32,,,,,8.9,,,,,11.4,,,,,10.9,,,,,10.5,,,,,11.4,,,,,11.4,,,,,11.5,,,,,12.4,,,,,11.9,,,,,12.5,,,,,12.4,,,,,11.1,,,,,9.71,,,,,9.11,,,,,9.31,,,,,9.51,,,,,9.33,,,,,8.67,,,,,7.81,,,,,7.22,,,,,7.05,,,,,7.09,,,,,7.04,,,,,6.75,,,,,6.3,,,,,5.93,,,,,5.79,,,,,5.82
